image_name,tags
train_10371,agriculture partly_cloudy primary water
train_10372,partly_cloudy primary
train_10373,agriculture clear primary water
train_10374,clear primary blow_down
train_10375,haze primary
train_10376,clear primary road
train_10377,agriculture clear primary water
train_10378,clear primary
train_10379,clear primary
train_10380,agriculture partly_cloudy primary
train_10381,clear cultivation primary
train_10382,haze primary
train_10383,agriculture clear habitation primary road
train_10384,clear cultivation primary
train_10385,agriculture clear cultivation primary road
train_10386,clear primary
train_10387,clear primary
train_10388,cloudy
train_10389,cloudy
train_10390,clear primary
train_10391,partly_cloudy primary
train_10392,haze primary water
train_10393,clear primary water
train_10394,cloudy
train_10395,agriculture clear habitation primary
train_10396,clear primary
train_10397,agriculture partly_cloudy primary road
train_10398,clear primary
train_10399,haze primary
train_10400,clear primary
train_10401,agriculture clear primary
train_10402,agriculture clear habitation primary
train_10403,clear primary
train_10404,clear primary
train_10405,agriculture blooming clear cultivation primary
train_10406,cloudy
train_10407,agriculture partly_cloudy primary
train_10408,clear primary
train_10409,clear primary
train_10410,clear primary water
train_10411,clear water
train_10412,partly_cloudy primary water
train_10413,clear primary slash_burn
train_10414,agriculture clear cultivation habitation primary road
train_10415,clear primary
train_10416,clear primary water
train_10417,clear primary water
train_10418,agriculture partly_cloudy primary road
train_10419,clear primary water
train_10420,agriculture clear cultivation primary
train_10421,cloudy
train_10422,partly_cloudy primary
train_10423,bare_ground clear habitation primary water
train_10424,partly_cloudy primary
train_10425,clear primary road water
train_10426,agriculture partly_cloudy
train_10427,agriculture clear primary
train_10428,clear primary
train_10429,bare_ground clear cultivation primary
train_10430,agriculture clear cultivation primary
train_10431,clear primary
train_10432,bare_ground clear
train_10433,agriculture clear cultivation primary road
train_10434,clear primary water
train_10435,clear primary
train_10436,agriculture clear cultivation primary
train_10437,agriculture cultivation partly_cloudy primary
train_10438,agriculture clear primary road
train_10439,blooming clear primary
train_10440,agriculture partly_cloudy primary
train_10441,haze primary
train_10442,clear cultivation primary water
train_10443,clear primary
train_10444,cloudy
train_10445,agriculture clear primary
train_10446,partly_cloudy primary
train_10447,clear primary
train_10448,clear primary blooming
train_10449,haze primary
train_10450,agriculture clear habitation primary road
train_10451,cloudy
train_10452,clear primary
train_10453,partly_cloudy primary
train_10454,agriculture clear primary water
train_10455,clear primary
train_10456,clear primary
train_10457,artisinal_mine clear primary water
train_10458,clear primary
train_10459,agriculture partly_cloudy primary road
train_10460,agriculture clear road water
train_10461,clear primary
train_10462,haze primary road water
train_10463,clear primary
train_10464,partly_cloudy primary
train_10465,agriculture clear primary road
train_10466,clear primary
train_10467,clear primary
train_10468,clear cultivation primary water
train_10469,clear primary
train_10470,agriculture clear habitation primary road
train_10471,clear primary
train_10472,clear primary
train_10473,clear primary
train_10474,bare_ground haze primary water
train_10475,clear primary
train_10476,clear primary
train_10477,clear primary water
train_10478,agriculture partly_cloudy primary
train_10479,clear primary
train_10480,agriculture clear primary
train_10481,agriculture clear primary road
train_10482,clear primary road water
train_10483,clear primary
train_10484,partly_cloudy primary
train_10485,cloudy
train_10486,agriculture clear primary
train_10487,clear primary
train_10488,clear primary
train_10489,clear primary
train_10490,agriculture clear cultivation primary
train_10491,partly_cloudy primary water
train_10492,partly_cloudy primary water
train_10493,cloudy
train_10494,clear primary
train_10495,clear habitation road water
train_10496,clear primary
train_10497,blooming clear primary water
train_10498,agriculture clear cultivation primary
train_10499,agriculture clear cultivation primary road
train_10500,clear primary road water
train_10501,partly_cloudy primary
train_10502,agriculture partly_cloudy primary road
train_10503,partly_cloudy primary
train_10504,clear cultivation primary
train_10505,clear primary
train_10506,agriculture habitation partly_cloudy primary road
train_10507,agriculture clear cultivation cultivation habitation primary road water
train_10508,agriculture clear primary water
train_10509,clear primary
train_10510,clear primary
train_10511,clear primary
train_10512,haze primary
train_10513,agriculture clear primary
train_10514,agriculture clear primary road
train_10515,cloudy
train_10516,agriculture partly_cloudy primary
train_10517,clear primary
train_10518,clear primary
train_10519,agriculture partly_cloudy primary
train_10520,agriculture clear primary
train_10521,clear primary
train_10522,haze primary
train_10523,clear primary
train_10524,agriculture clear cultivation primary
train_10525,agriculture bare_ground clear road
train_10526,clear primary
train_10527,partly_cloudy primary water
train_10528,partly_cloudy primary
train_10529,blow_down clear cultivation primary
train_10530,partly_cloudy primary
train_10531,agriculture clear cultivation primary
train_10532,partly_cloudy primary
train_10533,clear primary
train_10534,clear primary water
train_10535,clear primary
train_10536,agriculture partly_cloudy primary
train_10537,partly_cloudy primary
train_10538,cloudy
train_10539,partly_cloudy primary
train_10540,cloudy
train_10541,agriculture clear cultivation primary road
train_10542,agriculture clear primary
train_10543,clear primary
train_10544,agriculture clear cultivation habitation primary road
train_10545,agriculture clear cultivation primary water
train_10546,partly_cloudy primary
train_10547,cloudy
train_10548,clear primary
train_10549,clear cultivation primary
train_10550,partly_cloudy primary
train_10551,clear primary road water
train_10552,cloudy
train_10553,agriculture clear primary road
train_10554,clear primary
train_10555,cloudy
train_10556,clear primary
train_10557,cultivation partly_cloudy primary
train_10558,agriculture partly_cloudy primary road water
train_10559,agriculture clear primary
train_10560,clear primary water
train_10561,agriculture clear primary road
train_10562,partly_cloudy primary
train_10563,cloudy
train_10564,agriculture clear primary
train_10565,clear primary
train_10566,cloudy
train_10567,agriculture partly_cloudy primary road
train_10568,agriculture clear cultivation primary
train_10569,clear primary
train_10570,agriculture partly_cloudy primary road
train_10571,clear primary
train_10572,clear primary
train_10573,haze primary
train_10574,clear primary
train_10575,partly_cloudy primary road
train_10576,agriculture clear habitation primary road
train_10577,agriculture clear habitation primary road
